Key,Date,Day,AvailableTime,Distance,AirScore,WeatherScore,Dorm,IOS
H3,16/04/2019,Tuesday,5433.6,774.9080656,1,2,YES,1
H3,17/04/2019,Wednesday,10174,504.6236985,1,4,YES,1
H3,18/04/2019,Thursday,5779.75,774.9080656,1,1,YES,1
H3,22/04/2019,Monday,4691,258.0881473,1,2,YES,0
H3,23/04/2019,Tuesday,5433.6,774.9080656,2,1,YES,1
H3,24/04/2019,Wednesday,10174,258.0881473,1,1,YES,1
H3,25/04/2019,Thursday,5779.75,774.9080656,1,1,YES,0
H3,29/04/2019,Monday,4691,258.0881473,1,1,YES,1
H3,30/04/2019,Tuesday,5433.6,420.9233811,1,2,YES,1
H3,1/5/19,Wednesday,10174,258.0881473,1,2,YES,1
H3,7/5/19,Tuesday,5433.6,774.9080656,1,5,YES,1
H3,8/5/19,Wednesday,10174,NA,1,3,YES,1
H3,9/5/19,Thursday,5779.75,504.6236985,1,2,YES,1
H4,15/04/2019,Monday,4575,774.9080656,1,5,YES,0
H4,16/04/2019,Tuesday,2366.5,774.9080656,1,2,YES,1
H4,17/04/2019,Wednesday,177.5714286,180.4581399,1,4,YES,0
H4,18/04/2019,Thursday,268,NA,1,1,YES,1
H4,19/04/2019,Friday,2982.333333,774.9080656,1,2,YES,1
H4,22/04/2019,Monday,4575,NA,1,2,YES,0
H4,23/04/2019,Tuesday,2366.5,774.9080656,2,1,YES,1
H4,24/04/2019,Wednesday,177.5714286,NA,1,1,YES,1
H4,25/04/2019,Thursday,268,774.9080656,1,1,YES,1
H4,26/04/2019,Friday,2982.333333,774.9080656,1,1,YES,0
H4,29/04/2019,Monday,4575,NA,1,1,YES,0
H4,30/04/2019,Tuesday,2366.5,420.9233811,1,2,YES,1
H4,1/5/19,Wednesday,177.5714286,180.4581399,1,2,YES,0
H4,2/5/19,Thursday,268,NA,3,2,YES,1
H4,3/5/19,Friday,2982.333333,478.2294629,1,2,YES,1
H4,8/5/19,Wednesday,177.5714286,234.7218678,1,3,YES,0
H4,9/5/19,Thursday,268,NA,1,2,YES,1
H4,10/5/19,Friday,2982.333333,180.4581399,1,2,YES,1
H5,15/04/2019,Monday,3837,NA,1,5,NO,1
H5,16/04/2019,Tuesday,3815.4,402.9031196,1,2,NO,1
H5,17/04/2019,Wednesday,4861.75,774.9080656,1,4,NO,1
H5,22/04/2019,Monday,3837,774.9080656,1,2,NO,1
H5,24/04/2019,Wednesday,4861.75,774.9080656,1,1,NO,1
H5,25/04/2019,Thursday,3863.833333,774.9080656,1,1,NO,1
H5,30/04/2019,Tuesday,3815.4,304.8671922,1,2,NO,1
H5,1/5/19,Wednesday,4861.75,774.9080656,1,2,NO,1
H5,2/5/19,Thursday,3863.833333,330.5009508,3,2,NO,1
H5,8/5/19,Wednesday,4861.75,774.9080656,1,3,NO,1
H5,9/5/19,Thursday,3863.833333,308.6056582,1,2,NO,1
